sequence,label
"0.86,1.46,2.32,3.77,6.09,9.86",fibonacci
"1.74,1.04,2.78,3.82,6.60,10.42,17.03",fibonacci
"1.99,1.49,3.47,4.96,8.43,13.39,21.82,35.22",fibonacci
"0.75,1.32,2.07,3.38,5.45,8.84,14.29,23.13",fibonacci
"1.29,1.74,3.02,4.76,7.79,12.55,20.34,32.88,53.22",fibonacci
"0.53,1.11,1.64,2.75,4.40,7.15,11.55,18.70",fibonacci
"1.44,0.82,2.26,3.09,5.35,8.44",fibonacci
"1.98,1.34,3.32,4.66,7.98,12.64,20.63,33.27",fibonacci
"0.74,0.87,1.61,2.47,4.08,6.55,10.63,17.18",fibonacci
"0.67,1.35,2.01,3.36,5.37,8.73,14.10",fibonacci
"0.94,1.83,2.77,4.61,7.38,11.99,19.37,31.35,50.72",fibonacci
"1.25,0.67,1.92,2.59,4.51,7.11",fibonacci
"1.23,1.35,2.58,3.92,6.50,10.43,16.93",fibonacci
"1.23,0.65,1.88,2.54,4.42,6.95,11.37,18.33,29.70",fibonacci
"1.95,0.58,2.53,3.11,5.64,8.74,14.38,23.12",fibonacci
"1.40,1.85,3.24,5.09,8.34,13.43,21.76,35.19,56.96",fibonacci
"1.02,1.59,2.61,4.20,6.81,11.01",fibonacci
"1.04,1.10,2.14,3.24,5.38,8.62,13.99,22.61,36.60",fibonacci
"1.80,1.10,2.90,4.00,6.90,10.90,17.81",fibonacci
"1.02,0.51,1.53,2.05,3.58,5.63",fibonacci
"1.38,0.75,2.13,2.89,5.02,7.91,12.93,20.84",fibonacci
"0.90,1.43,2.33,3.76,6.09,9.85,15.93",fibonacci
"1.04,1.26,2.29,3.55,5.84,9.39,15.23,24.62",fibonacci
"1.22,1.91,3.13,5.04,8.18,13.22,21.39,34.61,56.00",fibonacci
"1.19,0.81,2.00,2.81,4.82,7.63,12.44,20.07,32.52",fibonacci
"1.97,1.09,3.06,4.14,7.20,11.34,18.54,29.88",fibonacci
"1.65,1.02,2.68,3.70,6.38,10.08",fibonacci
"1.00,0.60,1.60,2.20,3.80,6.00,9.79",fibonacci
"1.46,1.26,2.72,3.98,6.70,10.68,17.38,28.06",fibonacci
"1.30,1.14,2.44,3.58,6.01,9.59,15.60,25.19,40.79",fibonacci
"1.93,1.49,3.42,4.91,8.33,13.24",fibonacci
"0.59,0.89,1.48,2.37,3.85,6.22,10.07",fibonacci
"1.25,1.57,2.83,4.40,7.22,11.62,18.84",fibonacci
"1.31,1.09,2.40,3.50,5.90,9.39,15.29,24.69,39.98",fibonacci
"1.36,0.74,2.10,2.84,4.94,7.77",fibonacci
"1.81,0.63,2.43,3.06,5.49,8.55,14.03",fibonacci
"1.09,0.63,1.73,2.36,4.09,6.46,10.55,17.01,27.56",fibonacci
"1.94,0.93,2.87,3.80,6.66,10.46",fibonacci
"0.70,1.67,2.37,4.03,6.40,10.44",fibonacci
"1.29,1.45,2.74,4.19,6.93,11.12,18.05,29.16,47.21",fibonacci
"1.35,1.56,2.91,4.47,7.37,11.84,19.21,31.05,50.27",fibonacci
"1.83,1.61,3.44,5.04,8.48,13.53",fibonacci
"1.13,1.83,2.95,4.78,7.73,12.51",fibonacci
"0.69,1.81,2.50,4.32,6.82,11.14,17.96,29.10",fibonacci
"0.89,0.70,1.59,2.28,3.87,6.16",fibonacci
"1.53,0.88,2.42,3.30,5.71,9.01,14.72,23.74,38.46",fibonacci
"0.88,1.68,2.56,4.24,6.80,11.05,17.85",fibonacci
"1.68,0.60,2.27,2.87,5.14,8.01",fibonacci
"1.23,1.84,3.07,4.91,7.97,12.88,20.85",fibonacci
"0.87,1.92,2.79,4.72,7.51,12.22,19.73,31.96",fibonacci
"0.69,1.19,1.89,3.08,4.96,8.04",fibonacci
"0.53,1.50,2.03,3.53,5.55,9.08",fibonacci
"0.59,1.35,1.95,3.30,5.25,8.54,13.79,22.33",fibonacci
"1.25,1.53,2.78,4.30,7.08,11.39,18.47",fibonacci
"1.45,0.64,2.10,2.74,4.84,7.58,12.42,20.00,32.42",fibonacci
"1.67,0.99,2.66,3.66,6.32,9.98,16.30,26.28,42.58",fibonacci
"0.66,1.55,2.22,3.77,5.99,9.77,15.76",fibonacci
"1.29,0.69,1.98,2.67,4.65,7.33,11.98",fibonacci
"1.10,0.76,1.85,2.61,4.47,7.08,11.54,18.62",fibonacci
"0.66,0.66,1.32,1.98,3.30,5.28",fibonacci
"0.80,1.02,1.82,2.84,4.66,7.49",fibonacci
"0.94,0.56,1.50,2.06,3.56,5.62,9.18,14.80",fibonacci
"1.10,1.61,2.71,4.31,7.02,11.34,18.36,29.69,48.05",fibonacci
"1.29,1.32,2.62,3.94,6.55,10.49,17.04,27.53,44.57",fibonacci
"0.90,2.00,2.90,4.89,7.79,12.68,20.48,33.16,53.64",fibonacci
"1.69,1.88,3.57,5.45,9.01,14.46,23.47,37.93",fibonacci
"1.37,1.06,2.43,3.49,5.92,9.42,15.34,24.75,40.09",fibonacci
"0.54,0.76,1.30,2.06,3.35,5.41,8.76",fibonacci
"1.73,1.84,3.57,5.41,8.98,14.39",fibonacci
"1.55,1.62,3.17,4.78,7.95,12.73",fibonacci
"1.42,1.17,2.59,3.76,6.34,10.10,16.44,26.54,42.99",fibonacci
"1.88,1.93,3.81,5.73,9.54,15.27,24.81,40.08,64.89",fibonacci
"0.92,1.92,2.85,4.77,7.61,12.38,20.00,32.38,52.38",fibonacci
"1.23,1.89,3.12,5.01,8.13,13.13,21.26,34.39,55.65",fibonacci
"1.50,0.53,2.03,2.56,4.59,7.15",fibonacci
"0.84,0.96,1.79,2.75,4.54,7.29",fibonacci
"0.95,1.12,2.06,3.18,5.24,8.42,13.66,22.08,35.74",fibonacci
"1.10,0.85,1.95,2.79,4.74,7.54,12.28,19.81",fibonacci
"1.80,0.76,2.56,3.31,5.87,9.18,15.05,24.24",fibonacci
"0.97,1.01,1.98,2.99,4.96,7.95,12.91,20.86,33.77",fibonacci
"1.83,0.64,2.46,3.10,5.56,8.65,14.21",fibonacci
"1.40,1.56,2.96,4.52,7.47,11.99,19.47,31.46",fibonacci
"0.72,0.62,1.35,1.97,3.32,5.29,8.60,13.89",fibonacci
"1.05,1.84,2.89,4.73,7.61,12.34,19.95,32.29",fibonacci
"1.16,1.52,2.68,4.20,6.88,11.08,17.96,29.04",fibonacci
"1.12,0.75,1.87,2.62,4.49,7.12,11.61,18.73,30.34",fibonacci
"0.81,1.65,2.46,4.10,6.56,10.66,17.21,27.87",fibonacci
"1.26,1.26,2.52,3.78,6.31,10.09,16.40,26.49",fibonacci
"0.79,1.87,2.66,4.52,7.18,11.70,18.89,30.59",fibonacci
"1.26,1.41,2.67,4.09,6.76,10.84",fibonacci
"1.49,0.71,2.19,2.90,5.10,8.00,13.09,21.09,34.19",fibonacci
"0.63,0.82,1.45,2.26,3.71,5.97,9.67,15.64",fibonacci
"1.93,1.65,3.59,5.24,8.82,14.06,22.88,36.94",fibonacci
"1.49,0.78,2.28,3.06,5.34,8.40,13.74,22.14,35.88",fibonacci
"1.00,1.60,2.59,4.19,6.78,10.97,17.75,28.72,46.48",fibonacci
"1.75,1.19,2.95,4.14,7.09,11.24,18.33,29.57",fibonacci
"0.79,1.36,2.15,3.51,5.66,9.17,14.82",fibonacci
"0.94,1.79,2.73,4.52,7.25,11.77,19.02",fibonacci
"1.07,0.59,1.66,2.25,3.91,6.16",fibonacci
"0.62,1.54,2.16,3.70,5.85,9.55,15.40,24.95,40.35",fibonacci
"1.77,0.90,2.67,3.57,6.23,9.80,16.03",fibonacci
"1.05,1.42,2.47,3.89,6.36,10.25,16.61,26.87,43.48",fibonacci
"0.94,1.14,2.08,3.21,5.29,8.50",fibonacci
"0.83,0.99,1.82,2.81,4.62,7.43,12.05",fibonacci
"1.93,1.51,3.44,4.95,8.40,13.35,21.75,35.10",fibonacci
"0.55,1.22,1.77,3.00,4.77,7.76",fibonacci
"0.74,1.39,2.13,3.51,5.64,9.15",fibonacci
"1.55,0.97,2.52,3.49,6.01,9.49,15.50",fibonacci
"1.15,1.60,2.75,4.36,7.11,11.47,18.58,30.05,48.64",fibonacci
"1.79,0.96,2.75,3.71,6.46,10.17,16.62,26.79",fibonacci
"1.90,1.32,3.22,4.54,7.77,12.31,20.08,32.39",fibonacci
"1.79,1.58,3.37,4.95,8.31,13.26",fibonacci
"0.85,1.58,2.43,4.02,6.45,10.46,16.91",fibonacci
"0.65,0.97,1.62,2.60,4.22,6.82",fibonacci
"0.60,1.05,1.65,2.69,4.34,7.03,11.37,18.41",fibonacci
"1.15,0.96,2.10,3.06,5.17,8.23,13.40,21.63,35.03",fibonacci
"1.03,1.20,2.23,3.43,5.66,9.09,14.74,23.83,38.57",fibonacci
"1.68,1.17,2.85,4.02,6.87,10.88",fibonacci
"1.84,2.00,3.83,5.83,9.67,15.50",fibonacci
"1.11,0.94,2.06,3.00,5.06,8.06,13.11",fibonacci
"1.98,1.02,3.01,4.03,7.04,11.07,18.10",fibonacci
"1.70,1.43,3.13,4.56,7.69,12.25,19.94,32.19,52.13",fibonacci
"0.58,0.90,1.48,2.38,3.86,6.24,10.10,16.35,26.45",fibonacci
"1.02,1.48,2.49,3.97,6.46,10.43,16.89",fibonacci
"1.13,1.11,2.23,3.34,5.58,8.92,14.50,23.43",fibonacci
"1.64,1.58,3.22,4.80,8.02,12.82,20.83",fibonacci
"1.35,1.57,2.91,4.48,7.39,11.87,19.26",fibonacci
"1.23,1.14,2.38,3.52,5.90,9.42",fibonacci
"0.82,0.70,1.52,2.22,3.74,5.95,9.69,15.64,25.33",fibonacci
"1.98,1.59,3.58,5.17,8.74,13.91,22.66,36.57,59.23",fibonacci
"1.51,0.66,2.17,2.83,5.00,7.83,12.83,20.66,33.48",fibonacci
"1.95,1.85,3.80,5.65,9.45,15.09",fibonacci
"1.03,1.28,2.31,3.60,5.91,9.51,15.43,24.94,40.37",fibonacci
"1.33,0.99,2.32,3.32,5.64,8.96,14.60,23.55,38.15",fibonacci
"1.39,1.67,3.06,4.73,7.79,12.53",fibonacci
"1.41,0.80,2.21,3.01,5.22,8.23,13.45",fibonacci
"1.35,1.49,2.84,4.33,7.17,11.51,18.68,30.19,48.87",fibonacci
"0.59,1.13,1.72,2.85,4.57,7.42",fibonacci
"0.73,1.99,2.72,4.70,7.42,12.13,19.55,31.67,51.22",fibonacci
"1.29,0.67,1.95,2.62,4.57,7.19",fibonacci
"1.10,0.96,2.06,3.02,5.07,8.09,13.16,21.25,34.41",fibonacci
"1.31,1.93,3.24,5.16,8.40,13.56,21.96",fibonacci
"0.65,0.77,1.43,2.20,3.63,5.83,9.47",fibonacci
"1.11,1.63,2.74,4.37,7.11,11.48,18.59,30.07,48.67",fibonacci
"0.55,1.28,1.82,3.10,4.92,8.02",fibonacci
"0.95,0.73,1.68,2.42,4.10,6.52,10.62,17.13",fibonacci
"1.70,1.87,3.57,5.43,9.00,14.44,23.44,37.87",fibonacci
"1.95,0.62,2.57,3.19,5.77,8.96",fibonacci
"0.59,1.02,1.61,2.63,4.24,6.87",fibonacci
"1.02,1.53,2.55,4.08,6.63,10.71",fibonacci
"0.83,0.78,1.61,2.39,4.00,6.39,10.39,16.78,27.18",fibonacci
"0.66,1.40,2.06,3.45,5.51,8.96,14.47,23.43",fibonacci
"1.49,1.16,2.64,3.80,6.44,10.24",fibonacci
"1.72,0.72,2.44,3.16,5.60,8.76",fibonacci
"1.83,0.68,2.52,3.20,5.72,8.92",fibonacci
"0.87,1.20,2.07,3.26,5.33,8.60,13.93,22.53",fibonacci
"0.52,1.74,2.26,4.01,6.27,10.27",fibonacci
"1.21,1.97,3.18,5.15,8.33,13.49,21.82",fibonacci
"1.13,1.90,3.03,4.93,7.97,12.90,20.86,33.76",fibonacci
"1.61,1.18,2.80,3.98,6.78,10.76,17.54,28.30,45.84",fibonacci
"0.67,0.87,1.53,2.40,3.94,6.34,10.27",fibonacci
"1.07,0.55,1.63,2.18,3.81,5.98,9.79",fibonacci
"1.04,1.53,2.57,4.10,6.67,10.77,17.45,28.22",fibonacci
"0.75,1.83,2.58,4.41,6.99,11.41,18.40,29.81",fibonacci
"1.87,1.48,3.34,4.82,8.16,12.98,21.14,34.12",fibonacci
"1.77,1.10,2.87,3.97,6.84,10.80",fibonacci
"1.05,0.63,1.68,2.31,3.99,6.31,10.30",fibonacci
"0.92,1.33,2.26,3.59,5.85,9.44,15.28",fibonacci
"1.47,1.72,3.19,4.91,8.09,13.00,21.09,34.09,55.18",fibonacci
"1.64,1.66,3.30,4.96,8.27,13.23,21.50,34.73",fibonacci
"1.42,1.43,2.84,4.27,7.11,11.38,18.49,29.86,48.35",fibonacci
"1.20,1.43,2.62,4.05,6.67,10.72,17.39,28.11,45.50",fibonacci
"1.15,1.59,2.74,4.33,7.07,11.40,18.47,29.87,48.35",fibonacci
"0.57,1.53,2.10,3.63,5.72,9.35",fibonacci
"0.91,0.89,1.80,2.69,4.49,7.19,11.68,18.87",fibonacci
"0.92,1.80,2.72,4.51,7.23,11.74,18.97,30.71,49.68",fibonacci
"0.52,1.45,1.97,3.41,5.38,8.80,14.18,22.97,37.15",fibonacci
"1.30,0.72,2.01,2.73,4.74,7.47,12.21,19.69",fibonacci
"1.99,1.12,3.11,4.23,7.33,11.56,18.89",fibonacci
"0.80,1.53,2.33,3.85,6.18,10.03",fibonacci
"0.98,0.89,1.87,2.76,4.63,7.38,12.01,19.39",fibonacci
"0.65,1.97,2.62,4.58,7.20,11.78,18.98",fibonacci
"0.98,1.32,2.30,3.62,5.91,9.53,15.44,24.97,40.42",fibonacci
"1.31,1.17,2.49,3.66,6.15,9.81",fibonacci
"1.80,1.17,2.97,4.13,7.10,11.23,18.33,29.55",fibonacci
"1.41,0.86,2.27,3.12,5.39,8.51,13.90,22.40,36.30",fibonacci
"1.27,1.25,2.52,3.77,6.29,10.07,16.36",fibonacci
"1.94,1.88,3.82,5.70,9.52,15.21,24.73",fibonacci
"1.57,1.56,3.13,4.69,7.82,12.51",fibonacci
"0.94,1.81,2.75,4.57,7.32,11.89,19.21,31.10",fibonacci
"0.95,1.91,2.86,4.77,7.64,12.41,20.04,32.45",fibonacci
"1.86,1.32,3.18,4.50,7.68,12.18,19.86",fibonacci
"0.59,1.74,2.33,4.07,6.41,10.48,16.88,27.36,44.25",fibonacci
"0.84,1.27,2.11,3.38,5.50,8.88,14.38",fibonacci
"1.48,0.87,2.35,3.23,5.58,8.80,14.38,23.18",fibonacci
"1.31,1.86,3.16,5.02,8.18,13.20",fibonacci
"1.52,1.28,2.80,4.08,6.89,10.97,17.85,28.82,46.68",fibonacci
"0.67,1.39,2.06,3.45,5.51,8.96,14.47",fibonacci
"1.88,1.56,3.44,5.00,8.44,13.44,21.87",fibonacci
"1.05,0.60,1.65,2.25,3.89,6.14,10.04,16.18,26.21",fibonacci
"1.13,1.95,3.08,5.04,8.12,13.16,21.28,34.44",fibonacci
"0.66,1.22,1.88,3.11,4.99,8.10,13.09",fibonacci
"1.72,0.80,2.52,3.33,5.85,9.18,15.03",fibonacci
"1.00,1.73,2.74,4.47,7.21,11.68,18.89,30.56",fibonacci
"1.66,1.80,3.46,5.26,8.72,13.98,22.70,36.68,59.38",fibonacci
"1.74,1.48,3.22,4.70,7.92,12.62,20.54",fibonacci
"1.16,1.20,2.36,3.56,5.91,9.47,15.38,24.85,40.23",fibonacci
"0.92,1.16,2.08,3.24,5.32,8.56,13.87",fibonacci
"1.05,1.79,2.84,4.63,7.47,12.11,19.58,31.68,51.26",fibonacci
"1.20,1.76,2.96,4.72,7.69,12.41",fibonacci
"1.36,0.56,1.93,2.49,4.42,6.91,11.33",fibonacci
"0.82,1.59,2.41,4.00,6.41,10.41,16.81,27.22",fibonacci
"0.96,1.49,2.45,3.93,6.38,10.32,16.70,27.02,43.72",fibonacci
"1.72,0.95,2.67,3.62,6.29,9.92,16.21",fibonacci
"0.60,1.25,1.85,3.10,4.94,8.04,12.98,21.02",fibonacci
"1.99,1.39,3.38,4.77,8.15,12.93,21.08,34.01",fibonacci
"1.23,1.08,2.31,3.39,5.70,9.09,14.80,23.89",fibonacci
"0.62,0.97,1.59,2.55,4.14,6.70,10.84,17.53",fibonacci
"1.20,0.99,2.19,3.18,5.36,8.54,13.90,22.44,36.35",fibonacci
"0.86,1.21,2.08,3.29,5.36,8.65,14.02,22.67,36.69",fibonacci
"1.13,1.74,2.88,4.62,7.50,12.12,19.61",fibonacci
"1.53,0.60,2.13,2.73,4.87,7.60,12.47",fibonacci
"1.72,1.43,3.15,4.58,7.73,12.30,20.03,32.33,52.36",fibonacci
"0.96,0.64,1.60,2.25,3.85,6.10,9.95,16.05",fibonacci
"1.87,1.71,3.58,5.29,8.88,14.17,23.04,37.21",fibonacci
"0.91,1.06,1.96,3.02,4.99,8.01,12.99",fibonacci
"1.94,1.82,3.76,5.58,9.33,14.91,24.25,39.16,63.40",fibonacci
"0.97,0.68,1.65,2.33,3.98,6.30",fibonacci
"1.32,1.46,2.78,4.24,7.01,11.25,18.26,29.51",fibonacci
"1.98,1.90,3.88,5.78,9.67,15.45,25.12,40.56,65.68",fibonacci
"1.20,1.25,2.46,3.71,6.17,9.88,16.05,25.92",fibonacci
"1.23,1.62,2.85,4.46,7.31,11.77,19.08,30.85,49.92",fibonacci
"0.99,1.05,2.04,3.10,5.14,8.24,13.39,21.63",fibonacci
"1.54,1.86,3.41,5.27,8.68,13.95,22.63",fibonacci
"0.63,1.48,2.11,3.58,5.69,9.27",fibonacci
"0.69,1.60,2.28,3.88,6.16,10.04,16.20,26.25,42.45",fibonacci
"0.90,1.57,2.47,4.04,6.52,10.56",fibonacci
"1.75,1.66,3.41,5.07,8.48,13.55,22.03",fibonacci
"1.09,1.51,2.60,4.11,6.72,10.83,17.55,28.38",fibonacci
"0.75,1.06,1.82,2.88,4.70,7.58,12.28,19.86,32.14",fibonacci
"1.62,0.71,2.33,3.04,5.37,8.41,13.77,22.18,35.95",fibonacci
"1.24,1.63,2.87,4.50,7.38,11.88",fibonacci
"1.20,0.81,2.01,2.83,4.84,7.66,12.50,20.17,32.67",fibonacci
"0.71,0.67,1.38,2.05,3.43,5.49,8.92",fibonacci
"1.44,1.48,2.92,4.39,7.31,11.70,19.01",fibonacci
"1.44,1.68,3.12,4.80,7.92,12.72,20.64,33.36",fibonacci
"0.85,1.87,2.72,4.59,7.32,11.91",fibonacci
"1.61,1.45,3.06,4.50,7.56,12.06",fibonacci
"0.95,1.49,2.44,3.93,6.38,10.31,16.68",fibonacci
"0.77,0.58,1.35,1.92,3.27,5.19,8.45,13.64,22.09",fibonacci
"1.96,1.33,3.29,4.62,7.92,12.54,20.46,33.00,53.45",fibonacci
"1.67,0.82,2.49,3.31,5.80,9.11,14.90",fibonacci
"0.68,1.47,2.16,3.63,5.79,9.42,15.21",fibonacci
"1.26,1.25,2.50,3.75,6.25,10.00,16.26",fibonacci
"1.75,0.76,2.51,3.28,5.79,9.07,14.86,23.93,38.79",fibonacci
"1.29,1.20,2.49,3.69,6.18,9.88,16.06",fibonacci
"1.79,0.95,2.74,3.69,6.43,10.12",fibonacci
"1.63,1.65,3.28,4.93,8.21,13.14,21.36,34.50,55.86",fibonacci
"0.90,1.42,2.32,3.74,6.05,9.79,15.84",fibonacci
"1.76,0.53,2.29,2.82,5.11,7.94,13.05,20.99,34.04",fibonacci
"1.35,0.98,2.33,3.31,5.64,8.95,14.59,23.55",fibonacci
"1.94,1.97,3.91,5.89,9.80,15.69,25.49,41.18,66.66",fibonacci
"1.63,0.58,2.21,2.79,4.99,7.78,12.77,20.55",fibonacci
"1.36,1.42,2.78,4.20,6.97,11.17",fibonacci
"1.13,1.08,2.21,3.29,5.50,8.78,14.28",fibonacci
"1.65,1.62,3.27,4.89,8.15,13.04,21.20",fibonacci
"0.72,1.58,2.31,3.89,6.20,10.09,16.29,26.38,42.67",fibonacci
"0.70,1.63,2.33,3.96,6.29,10.25,16.54,26.79",fibonacci
"0.91,1.17,2.09,3.26,5.35,8.61,13.96",fibonacci
"0.52,1.93,2.45,4.38,6.83,11.21,18.04,29.25",fibonacci
"1.69,1.15,2.84,4.00,6.84,10.84,17.68",fibonacci
"1.04,0.96,2.00,2.97,4.97,7.93",fibonacci
"0.76,1.79,2.55,4.34,6.89,11.22,18.11,29.33,47.44",fibonacci
"0.98,0.78,1.75,2.53,4.28,6.81,11.09,17.89,28.98",fibonacci
"1.26,1.95,3.20,5.15,8.35,13.50,21.85,35.36",fibonacci
"0.91,0.85,1.76,2.61,4.37,6.98",fibonacci
"1.85,0.55,2.41,2.96,5.37,8.33,13.69,22.02",fibonacci
"1.72,1.60,3.32,4.93,8.25,13.17,21.42",fibonacci
"0.57,1.01,1.58,2.59,4.17,6.76,10.92,17.68,28.61",fibonacci
"0.72,1.89,2.61,4.49,7.10,11.60",fibonacci
"1.62,1.17,2.79,3.96,6.75,10.71,17.46,28.17,45.63",fibonacci
"1.95,0.77,2.72,3.50,6.22,9.71,15.93,25.64,41.57",fibonacci
"0.59,1.21,1.80,3.01,4.80,7.81,12.61",fibonacci
"1.67,1.58,3.25,4.83,8.08,12.91,20.99",fibonacci
"1.60,1.72,3.32,5.04,8.36,13.40,21.77,35.17,56.94",fibonacci
"0.66,1.76,2.42,4.18,6.60,10.78",fibonacci
"0.71,1.69,2.40,4.09,6.49,10.58,17.06",fibonacci
"0.64,1.76,2.40,4.16,6.56,10.72",fibonacci
"1.56,0.69,2.26,2.95,5.21,8.15,13.36",fibonacci
"1.04,1.58,2.62,4.20,6.82,11.01,17.83,28.84",fibonacci
"1.87,1.33,3.19,4.52,7.72,12.24",fibonacci
"1.61,1.19,2.81,4.00,6.81,10.81,17.61",fibonacci
"1.80,1.22,3.01,4.23,7.24,11.47,18.72,30.19,48.91",fibonacci
"0.59,1.59,2.18,3.78,5.96,9.73,15.69,25.42,41.11",fibonacci
"1.19,1.48,2.67,4.15,6.82,10.96,17.78,28.74,46.52",fibonacci
"1.85,1.76,3.61,5.38,8.99,14.37",fibonacci
"1.06,0.96,2.02,2.98,5.01,7.99",fibonacci
"1.60,1.18,2.79,3.97,6.76,10.73,17.48,28.21",fibonacci
"1.49,0.68,2.17,2.84,5.01,7.85",fibonacci
"0.71,0.94,1.65,2.58,4.23,6.81",fibonacci
"1.98,1.59,3.57,5.17,8.74,13.91,22.65,36.56,59.21",fibonacci
"0.85,1.77,2.62,4.38,7.00,11.38",fibonacci
"1.61,1.50,3.11,4.61,7.72,12.34",fibonacci
"0.52,1.93,2.46,4.39,6.85,11.24",fibonacci
"1.25,1.47,2.73,4.20,6.93,11.13,18.06",fibonacci
"1.24,0.92,2.16,3.08,5.24,8.32,13.56,21.88",fibonacci
"1.54,1.72,3.26,4.97,8.23,13.20",fibonacci
"1.84,1.08,2.93,4.01,6.94,10.95,17.89",fibonacci
"1.18,1.27,2.46,3.73,6.19,9.92,16.10",fibonacci
"1.74,1.57,3.31,4.88,8.20,13.08,21.28,34.36,55.63",fibonacci
"1.75,1.74,3.49,5.23,8.72,13.96,22.68,36.64,59.32",fibonacci
"0.99,1.39,2.38,3.77,6.15,9.91,16.06,25.97",fibonacci
"0.51,1.14,1.64,2.78,4.43,7.21,11.63,18.84",fibonacci
"1.53,1.72,3.25,4.98,8.23,13.20,21.43,34.64",fibonacci
"1.76,1.12,2.88,4.00,6.88,10.89",fibonacci
"0.99,1.79,2.78,4.57,7.36,11.93,19.29,31.22",fibonacci
"0.54,0.66,1.20,1.86,3.06,4.92,7.98,12.91,20.89",fibonacci
"0.57,1.86,2.43,4.29,6.73,11.02,17.75,28.77",fibonacci
"1.05,1.72,2.77,4.49,7.27,11.76,19.03,30.80,49.83",fibonacci
"0.83,1.68,2.51,4.19,6.69,10.88,17.57,28.45",fibonacci
"1.83,1.27,3.10,4.37,7.47,11.84",fibonacci
"0.57,0.50,1.08,1.58,2.66,4.25,6.91,11.16",fibonacci
"1.46,0.66,2.12,2.78,4.90,7.68",fibonacci
"0.67,0.62,1.30,1.92,3.22,5.14,8.36,13.51",fibonacci
"1.20,1.30,2.50,3.80,6.29,10.09,16.38",fibonacci
"1.10,1.54,2.64,4.17,6.81,10.99,17.80,28.78",fibonacci
"1.12,1.29,2.41,3.70,6.12,9.82",fibonacci
"1.37,1.98,3.36,5.34,8.69,14.03",fibonacci
"1.36,1.05,2.41,3.46,5.87,9.33,15.20",fibonacci
"0.79,1.49,2.27,3.76,6.03,9.79",fibonacci
"0.99,1.81,2.79,4.60,7.39,11.99,19.39",fibonacci
"1.82,0.71,2.53,3.24,5.77,9.00",fibonacci
"0.83,0.65,1.49,2.14,3.63,5.77",fibonacci
"1.27,1.45,2.71,4.16,6.87,11.03,17.90",fibonacci
"1.97,1.42,3.39,4.80,8.19,12.99,21.18,34.18",fibonacci
"1.51,0.89,2.40,3.29,5.69,8.98,14.67",fibonacci
"0.67,0.69,1.37,2.06,3.43,5.50",fibonacci
"0.56,1.82,2.37,4.19,6.57,10.76,17.33",fibonacci
"1.44,1.26,2.69,3.95,6.64,10.59,17.23,27.82,45.05",fibonacci
"1.96,0.71,2.67,3.37,6.04,9.41,15.45,24.87",fibonacci
"1.09,1.99,3.09,5.08,8.17,13.25,21.42",fibonacci
"1.46,1.42,2.88,4.30,7.18,11.48,18.66",fibonacci
"0.62,1.45,2.07,3.51,5.58,9.10,14.68",fibonacci
"1.86,1.78,3.65,5.43,9.08,14.51",fibonacci
"1.91,0.57,2.48,3.05,5.52,8.57,14.10,22.67",fibonacci
"1.52,0.75,2.27,3.03,5.30,8.33",fibonacci
"1.54,1.34,2.88,4.21,7.09,11.31,18.40,29.71",fibonacci
"1.81,1.42,3.24,4.66,7.90,12.56,20.45,33.01",fibonacci
"1.51,1.25,2.77,4.02,6.78,10.80,17.58,28.38,45.97",fibonacci
"1.15,0.62,1.77,2.39,4.16,6.54,10.70",fibonacci
"1.65,1.93,3.58,5.51,9.10,14.61,23.71,38.33,62.04",fibonacci
"0.95,1.23,2.18,3.41,5.59,9.00,14.59,23.59",fibonacci
"1.75,0.83,2.58,3.41,5.99,9.39,15.38,24.77,40.15",fibonacci
"0.58,1.95,2.52,4.47,7.00,11.47",fibonacci
"0.62,0.58,1.20,1.78,2.98,4.75,7.73,12.48",fibonacci
"0.66,1.10,1.77,2.87,4.64,7.50,12.14",fibonacci
"0.92,0.69,1.61,2.30,3.92,6.22,10.13,16.35",fibonacci
"1.52,1.21,2.73,3.94,6.67,10.61,17.28",fibonacci
"1.74,1.09,2.83,3.92,6.74,10.66,17.40,28.06,45.47",fibonacci
"1.96,0.69,2.65,3.34,5.99,9.33",fibonacci
"0.54,1.76,2.30,4.07,6.37,10.44,16.82",fibonacci
"1.94,1.93,3.87,5.81,9.68,15.49",fibonacci
"0.60,0.64,1.24,1.88,3.13,5.01,8.14,13.15,21.28",fibonacci
"1.97,1.96,3.93,5.89,9.82,15.71,25.53",fibonacci
"0.69,0.63,1.32,1.96,3.28,5.24",fibonacci
"1.23,1.97,3.20,5.17,8.36,13.53,21.90,35.43,57.32",fibonacci
"1.04,1.20,2.24,3.45,5.69,9.14,14.83,23.97",fibonacci
"0.50,1.62,2.12,3.74,5.87,9.61,15.48,25.09,40.57",fibonacci
"1.98,1.71,3.69,5.40,9.09,14.49,23.59",fibonacci
"0.99,0.64,1.63,2.27,3.91,6.18,10.09,16.28",fibonacci
"1.91,1.10,3.01,4.11,7.12,11.23,18.36",fibonacci
"1.02,1.62,2.64,4.26,6.90,11.16,18.06,29.21",fibonacci
"0.88,1.72,2.61,4.33,6.94,11.28",fibonacci
"1.50,0.56,2.07,2.63,4.70,7.33",fibonacci
"0.92,1.20,2.13,3.33,5.45,8.78",fibonacci
"0.53,1.74,2.26,4.00,6.27,10.27",fibonacci
